Orthogroup	Aalpina_V4_priTranscripts	Ahalleri_v2.1.0.priTranscripts	Alyrata_v2.1.priTranscripts	Athaliana_Araport11.priTranscripts	Cpapayav_0.4_priTranscriptOnly	Total
OG0009819	1	1	1	1	1	5
OG0009820	1	1	1	1	1	5
OG0009821	1	1	1	1	1	5
OG0009822	1	1	1	1	1	5
OG0009823	1	1	1	1	1	5
OG0009824	1	1	1	1	1	5
OG0009825	1	1	1	1	1	5
OG0009826	1	1	1	1	1	5
OG0009827	1	1	2	1	0	5
OG0009828	1	1	1	1	1	5
OG0009829	1	1	1	1	1	5
OG0009830	1	1	1	1	1	5
OG0009831	1	1	1	1	1	5
OG0009832	1	1	1	1	1	5
OG0009833	1	1	1	1	1	5
OG0009834	1	1	1	1	1	5
OG0009835	1	1	1	1	1	5
OG0009836	1	1	1	1	1	5
OG0009837	2	1	1	1	0	5
OG0009838	1	1	1	1	1	5
OG0009839	2	1	1	1	0	5
OG0009840	1	1	1	1	1	5
OG0009841	1	1	1	1	1	5
OG0009842	1	1	1	1	1	5
OG0009843	1	1	1	1	1	5
OG0009844	1	1	1	1	1	5
OG0009845	2	0	1	2	0	5
OG0009846	1	1	1	1	1	5
OG0009847	1	1	1	1	1	5
OG0009848	1	1	1	1	1	5
OG0009849	1	1	1	1	1	5
OG0009850	1	1	1	1	1	5
OG0009851	1	1	1	1	1	5
OG0009852	1	1	1	1	1	5
OG0009853	1	1	1	1	1	5
OG0009854	1	1	1	1	1	5
OG0009855	1	1	1	1	1	5
OG0009856	1	1	1	1	1	5
OG0009857	1	1	1	1	1	5
OG0009858	1	1	1	1	1	5
OG0009859	1	1	1	1	1	5
OG0009860	1	1	1	1	1	5
OG0009861	1	1	1	1	1	5
OG0009862	1	1	1	1	1	5
OG0009863	1	1	1	1	1	5
OG0009864	1	1	1	1	1	5
OG0009865	1	1	1	1	1	5
OG0009866	1	1	1	1	1	5
OG0009867	1	1	1	1	1	5
OG0009868	1	1	1	1	1	5
OG0009869	1	1	1	1	1	5
OG0009870	1	1	1	1	1	5
OG0009871	1	1	1	2	0	5
OG0009872	1	1	1	1	1	5
OG0009873	1	1	1	1	1	5
OG0009874	2	1	1	1	0	5
OG0009875	1	1	1	1	1	5
OG0009876	1	1	1	1	1	5
OG0009877	1	1	1	1	1	5
OG0009878	1	1	1	1	1	5
OG0009879	1	1	1	1	1	5
OG0009880	1	1	1	1	1	5
OG0009881	1	1	1	1	1	5
OG0009882	1	1	1	1	1	5
OG0009883	1	1	1	1	1	5
OG0009884	1	1	1	1	1	5
OG0009885	1	1	1	1	1	5
OG0009886	1	1	1	1	1	5
OG0009887	1	1	1	1	1	5
OG0009888	1	1	1	1	1	5
OG0009889	1	1	1	1	1	5
OG0009890	1	1	1	1	1	5
OG0009891	1	1	1	1	1	5
OG0009892	1	1	1	1	1	5
OG0009893	1	2	1	1	0	5
OG0009894	1	1	1	1	1	5
OG0009895	1	1	1	1	1	5
OG0009896	1	1	1	1	1	5
OG0009897	1	1	1	1	1	5
OG0009898	1	1	1	1	1	5
OG0009899	1	1	1	1	1	5
OG0009900	1	1	1	1	1	5
OG0009901	1	1	1	1	1	5
OG0009902	1	1	1	2	0	5
OG0009903	1	1	1	1	1	5
OG0009904	1	1	1	1	1	5
OG0009905	1	1	1	1	1	5
OG0009906	1	1	1	1	1	5
OG0009907	1	1	1	1	1	5
OG0009908	1	1	1	1	1	5
OG0009909	1	1	1	1	1	5
OG0009910	1	1	1	1	1	5
OG0009911	1	1	1	1	1	5
OG0009912	1	1	1	1	1	5
OG0009913	1	1	1	1	1	5
OG0009914	1	1	1	1	1	5
OG0009915	1	1	1	1	1	5
OG0009916	1	1	1	1	1	5
OG0009917	1	1	1	1	1	5
OG0009918	1	1	1	1	1	5
OG0009919	1	1	1	1	1	5
OG0009920	1	1	1	1	1	5
OG0009921	1	1	1	1	1	5
OG0009922	1	1	1	1	1	5
OG0009923	1	1	1	1	1	5
OG0009924	1	1	1	1	1	5
OG0009925	1	1	1	1	1	5
OG0009926	1	1	1	1	1	5
OG0009927	1	1	1	1	1	5
OG0009928	1	1	1	1	1	5
OG0009929	1	1	1	1	1	5
OG0009930	1	1	1	1	1	5
OG0009931	1	1	1	2	0	5
OG0009932	1	1	1	1	1	5
OG0009933	1	1	1	1	1	5
OG0009934	1	1	1	1	1	5
OG0009935	1	1	1	1	1	5
OG0009936	1	1	1	1	1	5
OG0009937	1	1	1	1	1	5
OG0009938	1	1	1	1	1	5
OG0009939	1	0	2	1	1	5
OG0009940	1	1	1	1	1	5
OG0009941	1	1	1	1	1	5
OG0009942	1	1	1	1	1	5
OG0009943	1	1	1	1	1	5
OG0009944	1	1	1	1	1	5
OG0009945	2	1	1	1	0	5
OG0009946	1	1	1	1	1	5
OG0009947	1	1	1	1	1	5
OG0009948	1	1	1	1	1	5
OG0009949	1	1	1	1	1	5
OG0009950	1	1	1	1	1	5
OG0009951	1	1	1	1	1	5
OG0009952	1	2	1	1	0	5
OG0009953	1	1	1	1	1	5
OG0009954	1	1	1	1	1	5
OG0009955	1	1	1	1	1	5
OG0009956	1	1	1	1	1	5
OG0009957	1	1	1	1	1	5
OG0009958	1	2	1	1	0	5
OG0009959	1	1	1	1	1	5
OG0009960	1	1	1	1	1	5
OG0009961	1	1	1	1	1	5
OG0009962	1	1	1	1	1	5
OG0009963	1	1	1	1	1	5
OG0009964	1	1	1	1	1	5
OG0009965	1	1	1	1	1	5
OG0009966	1	1	1	1	1	5
OG0009967	1	1	1	1	1	5
OG0009968	1	2	1	1	0	5
OG0009969	1	1	1	1	1	5
OG0009970	1	1	1	1	1	5
OG0009971	1	1	1	1	1	5
OG0009972	1	1	1	1	1	5
OG0009973	1	1	1	1	1	5
OG0009974	1	1	1	1	1	5
OG0009975	1	2	1	1	0	5
OG0009976	1	1	1	1	1	5
OG0009977	2	1	1	1	0	5
OG0009978	1	1	1	1	1	5
OG0009979	1	1	1	1	1	5
OG0009980	1	1	1	1	1	5
OG0009981	1	1	1	1	1	5
OG0009982	1	1	1	1	1	5
OG0009983	2	1	1	1	0	5
OG0009984	1	1	1	1	1	5
OG0009985	1	1	1	1	1	5
OG0009986	1	1	1	1	1	5
OG0009987	1	1	1	1	1	5
OG0009988	2	0	3	0	0	5
OG0009989	1	1	1	1	1	5
OG0009990	1	1	1	1	1	5
OG0009991	1	1	1	1	1	5
OG0009992	1	1	1	1	1	5
OG0009993	1	1	1	1	1	5
OG0009994	1	1	1	1	1	5
OG0009995	1	1	2	1	0	5
OG0009996	1	1	1	1	1	5
OG0009997	1	1	1	1	1	5
OG0009998	1	1	1	1	1	5
OG0009999	1	1	1	1	1	5
OG0010000	1	1	1	1	1	5
OG0010001	1	1	1	1	1	5
OG0010002	1	1	1	1	1	5
OG0010003	1	1	1	1	1	5
OG0010004	1	1	1	1	1	5
OG0010005	1	1	1	1	1	5
OG0010006	1	1	1	1	1	5
OG0010007	1	1	1	1	1	5
OG0010008	1	1	1	1	1	5
OG0010009	1	1	1	1	1	5
OG0010010	2	1	1	1	0	5
OG0010011	1	1	1	1	1	5
OG0010012	1	1	1	1	1	5
OG0010013	1	1	1	1	1	5
OG0010014	1	1	1	1	1	5
OG0010015	1	1	1	1	1	5
OG0010016	1	1	1	1	1	5
OG0010017	1	1	1	1	1	5
OG0010018	1	1	1	1	1	5
OG0010019	1	1	1	1	1	5
OG0010020	1	1	2	1	0	5
OG0010021	1	1	1	1	1	5
OG0010022	1	1	1	1	1	5
OG0010023	1	1	1	1	1	5
OG0010024	1	1	1	1	1	5
OG0010025	1	1	1	1	1	5
OG0010026	1	1	2	1	0	5
OG0010027	1	1	1	1	1	5
OG0010028	1	0	1	3	0	5
OG0010029	1	1	1	1	1	5
OG0010030	1	1	1	1	1	5
OG0010031	1	1	1	1	1	5
OG0010032	1	1	1	1	1	5
OG0010033	1	1	1	1	1	5
OG0010034	1	1	1	1	1	5
OG0010035	1	1	1	1	1	5
OG0010036	1	1	1	1	1	5
OG0010037	1	1	1	1	1	5
OG0010038	1	1	1	1	1	5
OG0010039	1	1	1	1	1	5
OG0010040	1	1	1	1	1	5
OG0010041	1	1	1	1	1	5
OG0010042	1	1	1	1	1	5
OG0010043	1	2	1	1	0	5
OG0010044	1	1	1	1	1	5
OG0010045	1	1	1	1	1	5
OG0010046	1	1	1	1	1	5
OG0010047	1	1	1	1	1	5
OG0010048	1	1	1	1	1	5
OG0010049	1	1	1	1	1	5
OG0010050	1	1	1	1	1	5
OG0010051	1	1	1	1	1	5
OG0010052	1	1	1	1	1	5
OG0010053	1	1	1	1	1	5
OG0010054	1	1	1	1	1	5
OG0010055	1	1	1	1	1	5
OG0010056	1	1	1	1	1	5
OG0010057	1	1	1	1	1	5
OG0010058	1	1	1	1	1	5
OG0010059	1	1	1	1	1	5
OG0010060	1	1	1	1	1	5
OG0010061	1	1	1	1	1	5
OG0010062	1	1	2	1	0	5
OG0010063	1	1	1	1	1	5
OG0010064	1	1	1	1	1	5
OG0010065	1	1	0	1	2	5
OG0010066	1	1	1	1	1	5
OG0010067	1	1	1	1	1	5
OG0010068	1	1	1	1	1	5
OG0010069	1	1	1	1	1	5
OG0010070	1	1	1	1	1	5
OG0010071	1	1	1	1	1	5
OG0010072	1	1	1	1	1	5
OG0010073	1	1	1	1	1	5
OG0010074	1	1	1	1	1	5
OG0010075	1	1	1	1	1	5
OG0010076	1	1	1	1	1	5
OG0010077	1	1	1	1	1	5
OG0010078	1	0	2	2	0	5
OG0010079	1	1	1	1	1	5
OG0010080	1	1	2	1	0	5
OG0010081	1	1	1	1	1	5
OG0010082	1	1	1	1	1	5
OG0010083	1	1	1	1	1	5
OG0010084	1	1	1	1	1	5
OG0010085	1	1	1	1	1	5
OG0010086	1	1	1	1	1	5
OG0010087	1	1	1	1	1	5
OG0010088	1	1	1	1	1	5
OG0010089	1	1	1	1	1	5
OG0010090	1	1	1	1	1	5
OG0010091	1	1	1	1	1	5
OG0010092	1	1	1	1	1	5
OG0010093	1	1	1	1	1	5
OG0010094	1	1	1	1	1	5
OG0010095	2	1	1	1	0	5
OG0010096	1	1	1	1	1	5
OG0010097	1	1	1	1	1	5
OG0010098	1	1	1	1	1	5
OG0010099	1	1	1	1	1	5
OG0010100	1	1	1	1	1	5
OG0010101	1	1	1	1	1	5
OG0010102	1	1	1	1	1	5
OG0010103	1	1	2	1	0	5
OG0010104	1	1	1	1	1	5
OG0010105	1	1	1	1	1	5
OG0010106	1	1	1	1	1	5
OG0010107	1	1	1	1	1	5
OG0010108	1	0	1	1	2	5
OG0010109	1	1	1	1	1	5
OG0010110	1	1	1	1	1	5
OG0010111	1	1	1	1	1	5
OG0010112	1	1	1	1	1	5
OG0010113	4	0	0	1	0	5
OG0010114	1	1	1	1	1	5
OG0010115	1	1	1	1	1	5
OG0010116	1	1	1	1	1	5
OG0010117	1	1	1	1	1	5
OG0010118	1	1	1	1	1	5
OG0010119	1	1	1	1	1	5
OG0010120	1	1	1	1	1	5
OG0010121	2	1	1	1	0	5
OG0010122	1	1	1	1	1	5
OG0010123	1	1	1	1	1	5
OG0010124	1	1	1	1	1	5
OG0010125	1	1	1	1	1	5
OG0010126	1	1	1	1	1	5
OG0010127	1	1	1	1	1	5
OG0010128	1	1	1	1	1	5
OG0010129	1	1	1	1	1	5
OG0010130	1	1	1	1	1	5
OG0010131	1	1	1	1	1	5
OG0010132	1	1	1	1	1	5
OG0010133	1	1	1	1	1	5
OG0010134	1	1	1	1	1	5
OG0010135	1	1	1	1	1	5
OG0010136	1	1	1	1	1	5
OG0010137	1	1	1	1	1	5
OG0010138	1	1	1	1	1	5
OG0010139	1	1	1	1	1	5
OG0010140	1	1	1	1	1	5
OG0010141	1	1	1	1	1	5
OG0010142	1	1	1	1	1	5
OG0010143	1	1	1	1	1	5
OG0010144	1	1	1	1	1	5
OG0010145	1	1	1	1	1	5
OG0010146	1	1	1	1	1	5
OG0010147	1	1	1	1	1	5
OG0010148	1	1	1	1	1	5
OG0010149	1	1	1	1	1	5
OG0010150	1	1	1	1	1	5
OG0010151	1	1	1	1	1	5
OG0010152	1	1	1	1	1	5
OG0010153	1	1	1	1	1	5
OG0010154	1	1	1	1	1	5
OG0010155	1	1	1	1	1	5
OG0010156	1	1	1	1	1	5
OG0010157	1	1	1	1	1	5
OG0010158	1	1	1	1	1	5
OG0010159	1	1	1	1	1	5
OG0010160	1	1	1	1	1	5
OG0010161	1	1	1	1	1	5
OG0010162	1	1	1	1	1	5
OG0010163	1	1	1	1	1	5
OG0010164	1	1	2	1	0	5
OG0010165	1	1	1	1	1	5
OG0010166	1	1	1	1	1	5
OG0010167	1	1	1	1	1	5
OG0010168	1	1	1	1	1	5
OG0010169	1	1	1	1	1	5
OG0010170	1	1	1	1	1	5
OG0010171	1	1	1	1	1	5
OG0010172	1	1	1	1	1	5
OG0010173	1	1	1	1	1	5
OG0010174	1	1	1	1	1	5
OG0010175	1	1	1	1	1	5
OG0010176	1	1	1	1	1	5
OG0010177	1	1	1	1	1	5
OG0010178	1	1	1	1	1	5
OG0010179	1	1	1	1	1	5
OG0010180	1	1	1	1	1	5
OG0010181	1	1	1	1	1	5
OG0010182	1	1	1	1	1	5
OG0010183	1	1	1	1	1	5
OG0010184	1	0	1	1	2	5
OG0010185	1	1	1	1	1	5
OG0010186	1	1	1	1	1	5
OG0010187	1	1	1	1	1	5
OG0010188	1	1	1	1	1	5
OG0010189	1	1	1	1	1	5
OG0010190	1	1	1	1	1	5
OG0010191	1	1	1	1	1	5
OG0010192	1	1	1	1	1	5
OG0010193	1	1	1	1	1	5
OG0010194	1	1	1	1	1	5
OG0010195	1	1	1	1	1	5
OG0010196	1	1	1	1	1	5
OG0010197	1	1	1	1	1	5
OG0010198	1	1	1	1	1	5
OG0010199	1	1	2	1	0	5
OG0010200	1	1	1	1	1	5
OG0010201	1	1	1	1	1	5
OG0010202	1	1	1	1	1	5
OG0010203	1	1	1	1	1	5
OG0010204	1	1	1	1	1	5
OG0010205	1	1	1	1	1	5
OG0010206	1	1	1	1	1	5
OG0010207	1	1	1	1	1	5
OG0010208	1	1	1	1	1	5
OG0010209	1	1	1	1	1	5
OG0010210	1	1	1	1	1	5
OG0010211	1	1	1	1	1	5
OG0010212	1	1	1	1	1	5
OG0010213	3	1	1	0	0	5
OG0010214	1	1	1	1	1	5
OG0010215	1	1	1	1	1	5
OG0010216	1	1	2	1	0	5
OG0010217	2	1	1	1	0	5
OG0010218	1	1	1	1	1	5
OG0010219	1	1	1	2	0	5
OG0010220	1	1	1	1	1	5
OG0010221	1	1	1	1	1	5
OG0010222	1	1	1	1	1	5
OG0010223	1	1	1	1	1	5
OG0010224	1	1	1	1	1	5
OG0010225	1	1	2	1	0	5
OG0010226	1	1	1	1	1	5
OG0010227	1	1	1	1	1	5
OG0010228	1	1	1	1	1	5
OG0010229	1	1	1	1	1	5
OG0010230	1	1	1	1	1	5
OG0010231	1	1	1	1	1	5
OG0010232	1	1	1	1	1	5
OG0010233	1	1	1	1	1	5
OG0010234	1	1	1	1	1	5
OG0010235	1	1	1	1	1	5
OG0010236	1	1	1	1	1	5
OG0010237	1	1	1	1	1	5
OG0010238	1	1	1	1	1	5
OG0010239	1	1	1	1	1	5
OG0010240	1	1	1	1	1	5
OG0010241	1	1	1	1	1	5
OG0010242	1	1	1	1	1	5
OG0010243	1	1	1	1	1	5
OG0010244	1	0	1	1	2	5
OG0010245	1	1	1	1	1	5
OG0010246	1	1	1	1	1	5
OG0010247	1	1	1	1	1	5
OG0010248	1	1	1	1	1	5
OG0010249	1	1	1	1	1	5
OG0010250	1	1	1	1	1	5
OG0010251	1	1	1	1	1	5
OG0010252	1	1	1	1	1	5
OG0010253	1	1	1	1	1	5
OG0010254	1	1	1	1	1	5
OG0010255	1	1	1	1	1	5
OG0010256	1	1	1	1	1	5
OG0010257	1	1	1	1	1	5
OG0010258	1	1	1	1	1	5
OG0010259	1	1	1	1	1	5
OG0010260	1	1	1	1	1	5
OG0010261	1	1	1	1	1	5
OG0010262	1	1	1	1	1	5
OG0010263	1	1	1	1	1	5
OG0010264	1	1	1	1	1	5
OG0010265	1	2	1	1	0	5
OG0010266	1	1	1	1	1	5
OG0010267	1	1	1	1	1	5
OG0010268	1	1	1	1	1	5
OG0010269	1	1	1	1	1	5
OG0010270	1	1	1	1	1	5
OG0010271	1	0	1	2	1	5
OG0010272	1	1	1	1	1	5
OG0010273	1	0	1	1	2	5
OG0010274	1	1	1	1	1	5
OG0010275	2	1	1	1	0	5
OG0010276	1	1	1	1	1	5
OG0010277	1	1	1	1	1	5
OG0010278	1	1	1	1	1	5
OG0010279	1	1	1	1	1	5
OG0010280	1	1	1	1	1	5
OG0010281	1	1	1	1	1	5
OG0010282	1	1	1	1	1	5
OG0010283	1	1	1	1	1	5
OG0010284	1	1	1	1	1	5
OG0010285	1	2	1	1	0	5
OG0010286	1	1	1	1	1	5
OG0010287	1	1	1	1	1	5
OG0010288	1	1	1	1	1	5
OG0010289	1	1	1	1	1	5
OG0010290	1	1	1	1	1	5
OG0010291	1	1	1	1	1	5
OG0010292	1	1	1	1	1	5
OG0010293	1	1	1	1	1	5
OG0010294	1	1	1	1	1	5
OG0010295	1	1	1	1	1	5
OG0010296	1	1	1	1	1	5
OG0010297	1	1	1	1	1	5
OG0010298	1	1	1	1	1	5
OG0010299	1	1	1	1	1	5
OG0010300	1	1	1	1	1	5
OG0010301	1	1	1	1	1	5
OG0010302	1	2	1	1	0	5
OG0010303	1	1	1	1	1	5
OG0010304	1	1	1	1	1	5
OG0010305	1	1	1	1	1	5
OG0010306	1	1	1	1	1	5
OG0010307	1	1	1	1	1	5
OG0010308	1	1	1	1	1	5
OG0010309	1	1	1	1	1	5
OG0010310	1	1	1	1	1	5
OG0010311	1	1	1	1	1	5
OG0010312	1	1	1	1	1	5
OG0010313	1	1	1	1	1	5
OG0010314	1	1	1	1	1	5
OG0010315	2	2	0	1	0	5
OG0010316	1	1	1	1	1	5
OG0010317	1	1	1	1	1	5
OG0010318	1	1	1	1	1	5
OG0010319	1	1	1	1	1	5
OG0010320	1	1	1	1	1	5
OG0010321	1	1	1	1	1	5
OG0010322	1	1	1	1	1	5
OG0010323	1	1	1	1	1	5
OG0010324	1	1	1	1	1	5
OG0010325	1	1	1	1	1	5
OG0010326	1	1	1	1	1	5
OG0010327	1	1	1	1	1	5
OG0010328	1	1	1	1	1	5
OG0010329	1	1	1	1	1	5
OG0010330	1	1	1	1	1	5
OG0010331	1	1	1	1	1	5
OG0010332	1	1	1	1	1	5
OG0010333	1	1	1	1	1	5
OG0010334	1	1	1	1	1	5
OG0010335	1	1	1	1	1	5
OG0010336	1	1	1	1	1	5
OG0010337	1	2	1	1	0	5
OG0010338	1	1	1	1	1	5
OG0010339	1	1	1	1	1	5
OG0010340	1	1	1	1	1	5
OG0010341	1	1	1	1	1	5
OG0010342	1	1	1	1	1	5
OG0010343	1	1	1	1	1	5
OG0010344	1	1	1	1	1	5
OG0010345	1	1	1	1	1	5
OG0010346	1	1	1	1	1	5
OG0010347	1	1	1	1	1	5
OG0010348	1	1	1	1	1	5
OG0010349	1	1	1	1	1	5
OG0010350	1	2	1	1	0	5
OG0010351	1	1	1	1	1	5
OG0010352	1	1	1	1	1	5
OG0010353	1	1	1	1	1	5
OG0010354	1	1	1	1	1	5
OG0010355	1	1	1	1	1	5
OG0010356	1	1	1	1	1	5
OG0010357	1	1	1	1	1	5
OG0010358	1	1	1	1	1	5
OG0010359	1	1	1	1	1	5
OG0010360	1	1	2	0	1	5
OG0010361	1	1	1	1	1	5
OG0010362	1	1	1	1	1	5
OG0010363	1	1	1	1	1	5
OG0010364	1	1	1	1	1	5
OG0010365	2	1	1	1	0	5
OG0010366	1	1	1	1	1	5
OG0010367	1	1	0	1	2	5
OG0010368	1	1	1	1	1	5
OG0010369	1	1	1	1	1	5
OG0010370	1	1	1	1	1	5
OG0010371	1	1	2	1	0	5
OG0010372	1	1	1	1	1	5
OG0010373	1	1	1	1	1	5
OG0010374	1	1	1	1	1	5
OG0010375	1	1	1	1	1	5
OG0010376	1	1	1	1	1	5
OG0010377	1	1	1	1	1	5
OG0010378	1	1	1	1	1	5
OG0010379	1	1	1	1	1	5
OG0010380	1	1	1	1	1	5
OG0010381	1	1	1	1	1	5
OG0010382	1	1	1	1	1	5
OG0010383	1	1	1	1	1	5
OG0010384	1	1	1	1	1	5
OG0010385	1	1	1	1	1	5
OG0010386	1	1	1	1	1	5
OG0010387	1	1	1	1	1	5
OG0010388	1	1	1	1	1	5
OG0010389	1	1	1	1	1	5
OG0010390	1	1	1	1	1	5
OG0010391	2	1	1	1	0	5
OG0010392	1	1	1	1	1	5
OG0010393	1	1	1	1	1	5
OG0010394	1	1	1	1	1	5
OG0010395	1	1	1	1	1	5
OG0010396	1	1	1	1	1	5
OG0010397	1	1	1	1	1	5
OG0010398	1	1	1	1	1	5
OG0010399	1	1	1	1	1	5
OG0010400	1	1	1	1	1	5
OG0010401	1	1	1	1	1	5
OG0010402	1	1	1	1	1	5
OG0010403	1	1	1	1	1	5
OG0010404	1	1	1	1	1	5
OG0010405	1	1	1	1	1	5
OG0010406	1	1	1	1	1	5
OG0010407	1	1	2	1	0	5
OG0010408	1	1	1	1	1	5
OG0010409	1	1	1	2	0	5
OG0010410	1	1	1	1	1	5
OG0010411	1	1	1	1	1	5
OG0010412	1	1	1	2	0	5
OG0010413	1	1	1	1	1	5
OG0010414	2	1	1	1	0	5
OG0010415	1	1	1	1	1	5
OG0010416	1	1	1	1	1	5
OG0010417	1	1	1	1	1	5
OG0010418	1	2	1	1	0	5
OG0010419	1	1	1	1	1	5
OG0010420	1	1	1	1	1	5
OG0010421	1	1	1	1	1	5
OG0010422	1	1	1	1	1	5
OG0010423	1	1	1	1	1	5
OG0010424	1	1	1	1	1	5
OG0010425	1	1	1	1	1	5
OG0010426	1	1	1	1	1	5
OG0010427	1	1	1	1	1	5
OG0010428	1	1	1	1	1	5
OG0010429	1	1	1	1	1	5
OG0010430	1	1	1	1	1	5
OG0010431	1	1	1	1	1	5
OG0010432	1	1	1	1	1	5
OG0010433	1	1	1	1	1	5
OG0010434	1	1	1	1	1	5
OG0010435	1	1	1	1	1	5
OG0010436	1	1	1	2	0	5
OG0010437	1	1	1	1	1	5
OG0010438	1	1	1	1	1	5
OG0010439	1	0	1	1	2	5
OG0010440	1	1	1	1	1	5
OG0010441	2	1	1	1	0	5
OG0010442	1	1	1	1	1	5
OG0010443	1	1	1	1	1	5
OG0010444	1	1	1	1	1	5
OG0010445	1	1	1	1	1	5
OG0010446	1	1	1	1	1	5
OG0010447	1	1	1	1	1	5
OG0010448	1	1	1	1	1	5
OG0010449	1	1	1	1	1	5
OG0010450	1	1	1	1	1	5
OG0010451	1	1	1	1	1	5
OG0010452	1	1	1	1	1	5
OG0010453	1	1	1	1	1	5
OG0010454	2	1	1	1	0	5
OG0010455	1	1	1	1	1	5
OG0010456	1	1	1	1	1	5
OG0010457	1	1	1	1	1	5
OG0010458	1	1	1	1	1	5
OG0010459	1	1	1	1	1	5
OG0010460	1	1	0	1	2	5
OG0010461	1	1	1	1	1	5
OG0010462	1	1	1	1	1	5
OG0010463	1	1	1	1	1	5
OG0010464	1	1	1	1	1	5
OG0010465	1	1	1	1	1	5
OG0010466	1	1	2	1	0	5
OG0010467	1	1	1	1	1	5
OG0010468	1	1	1	1	1	5
OG0010469	1	1	2	1	0	5
OG0010470	1	1	1	1	1	5
OG0010471	1	1	1	1	1	5
OG0010472	1	1	1	1	1	5
OG0010473	1	1	1	1	1	5
OG0010474	1	1	1	1	1	5
OG0010475	1	1	1	1	1	5
OG0010476	1	1	1	1	1	5
OG0010477	1	1	1	1	1	5
OG0010478	1	1	1	1	1	5
OG0010479	1	1	1	1	1	5
OG0010480	1	1	1	1	1	5
OG0010481	1	1	1	1	1	5
OG0010482	1	1	1	1	1	5
OG0010483	1	1	1	1	1	5
OG0010484	1	1	1	1	1	5
OG0010485	1	1	1	1	1	5
OG0010486	1	1	1	1	1	5
OG0010487	1	1	1	1	1	5
OG0010488	1	1	1	1	1	5
OG0010489	1	1	1	1	1	5
OG0010490	1	1	1	1	1	5
OG0010491	1	1	1	1	1	5
OG0010492	1	1	1	1	1	5
OG0010493	1	1	1	1	1	5
OG0010494	1	1	1	1	1	5
OG0010495	1	1	1	1	1	5
OG0010496	1	1	1	1	1	5
OG0010497	1	1	1	1	1	5
OG0010498	1	1	1	1	1	5
OG0010499	1	1	1	1	1	5
OG0010500	1	1	1	1	1	5
OG0010501	1	1	1	1	1	5
OG0010502	1	1	1	1	1	5
OG0010503	1	1	1	1	1	5
OG0010504	1	1	1	1	1	5
OG0010505	1	1	1	1	1	5
OG0010506	1	0	1	1	2	5
OG0010507	1	1	1	1	1	5
OG0010508	1	1	1	1	1	5
OG0010509	1	1	1	1	1	5
OG0010510	1	1	1	1	1	5
OG0010511	1	1	1	1	1	5
OG0010512	1	0	3	1	0	5
OG0010513	1	1	1	1	1	5
OG0010514	1	1	1	1	1	5
OG0010515	1	1	1	1	1	5
OG0010516	1	1	1	1	1	5
OG0010517	1	1	1	1	1	5
OG0010518	1	1	1	1	1	5
OG0010519	1	1	1	1	1	5
OG0010520	1	1	1	1	1	5
OG0010521	2	0	1	1	1	5
OG0010522	1	1	1	2	0	5
OG0010523	1	1	1	1	1	5
OG0010524	1	1	1	1	1	5
OG0010525	1	1	1	1	1	5
OG0010526	1	1	1	1	1	5
OG0010527	1	1	1	1	1	5
OG0010528	1	1	1	1	1	5
OG0010529	1	1	1	1	1	5
OG0010530	1	1	1	1	1	5
OG0010531	1	1	1	1	1	5
OG0010532	1	1	1	1	1	5
OG0010533	1	1	1	1	1	5
OG0010534	1	1	1	1	1	5
OG0010535	1	1	1	1	1	5
OG0010536	1	1	1	1	1	5
OG0010537	1	1	1	1	1	5
OG0010538	1	1	1	1	1	5
OG0010539	1	1	1	1	1	5
OG0010540	1	1	1	1	1	5
OG0010541	1	1	1	1	1	5
OG0010542	1	1	1	1	1	5
OG0010543	1	1	1	1	1	5
OG0010544	1	1	1	1	1	5
OG0010545	1	1	1	1	1	5
OG0010546	1	1	1	1	1	5
OG0010547	1	1	1	1	1	5
OG0010548	1	1	1	1	1	5
OG0010549	1	1	1	1	1	5
OG0010550	1	1	1	1	1	5
OG0010551	1	1	1	1	1	5
OG0010552	1	1	1	1	1	5
OG0010553	1	1	1	1	1	5
OG0010554	1	1	1	1	1	5
OG0010555	1	1	1	1	1	5
OG0010556	1	1	1	1	1	5
OG0010557	1	1	1	1	1	5
OG0010558	1	1	1	1	1	5
OG0010559	1	1	1	1	1	5
OG0010560	1	1	1	1	1	5
OG0010561	1	1	1	1	1	5
OG0010562	1	1	1	1	1	5
OG0010563	1	1	1	1	1	5
OG0010564	1	1	1	1	1	5
OG0010565	1	1	1	1	1	5
OG0010566	1	1	1	1	1	5
OG0010567	1	1	1	1	1	5
OG0010568	1	1	1	1	1	5
OG0010569	1	1	1	1	1	5
OG0010570	1	1	1	1	1	5
OG0010571	1	1	1	1	1	5
OG0010572	1	1	1	1	1	5
OG0010573	1	1	1	1	1	5
OG0010574	1	1	1	1	1	5
OG0010575	1	1	1	1	1	5
OG0010576	1	1	1	1	1	5
OG0010577	1	1	1	1	1	5
OG0010578	1	1	1	1	1	5
OG0010579	1	1	1	1	1	5
OG0010580	1	1	1	1	1	5
OG0010581	1	1	1	1	1	5
OG0010582	1	1	1	1	1	5
OG0010583	2	1	1	1	0	5
OG0010584	1	1	1	1	1	5
OG0010585	1	1	1	1	1	5
OG0010586	1	1	1	1	1	5
OG0010587	1	1	1	1	1	5
OG0010588	1	1	1	1	1	5
OG0010589	1	1	1	1	1	5
OG0010590	1	1	1	1	1	5
